"","x"
"X465_Housing",0.179271594024195
"X674_Housing",0.167039115787846
"X477_Housing",0.195506533214039
"X139_Housing",0.134533151788264
"X866_Housing",0.183476571372506
"X653_Housing",0.140173033813151
