"","PC1","PC2","PC3"
"X329_Soc_Cultural.diversity.and.identity",0.692059986393726,-0.110428641183276,-0.713343178588771
"X799_Soc_Public.participation.and.trust.in.institutions",0.675491455419652,-0.24933013413731,0.693934995418239
"X565_Soc_Social.participation",0.254488249017032,0.962101865405886,0.0979578056857068
