"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9"
"X805_Eco_Individual.income",0.456959853857185,0.207489990093443,-0.0755808471369149,-0.0165480052709623,-0.0385181346506639,0.654244419496815,0.283861691080198,-0.385778876062662,-0.288491051893624
"X852_Eco_Individual.income",0.34352751575668,0.405417912556078,0.0204809145904933,-0.312339808740059,0.23959331661221,-0.0951499024890872,-0.739683023802298,-0.0704684522098275,-0.0330801805224029
"X582_Eco_Occupation",0.34054830658235,0.331340182543573,0.335316714345554,0.230041129677341,-0.0109952504031498,-0.60816890529871,0.353940820873528,-0.326494316645882,0.0837935419159067
"X822_Eco_Occupation",0.492439644764743,0.142091184816407,-0.0227685368637614,0.260262931778962,-0.00751953966513598,0.0790972497425493,0.103281841163707,0.803456979184182,0.0808388336432389
"X1014_Eco_Occupation",-0.0748347400896444,0.407536023544702,-0.496048041300052,-0.521681929420861,-0.272097687078953,-0.0946326256123872,0.297009226519409,0.0603118264881594,0.367768914171918
"X283_Eco_Occupation",0.168655071830355,-0.118235653233728,-0.68337343576924,0.543239886508942,-0.203306059033909,-0.151413499001147,-0.261792856024566,-0.238724312120012,0.0753841631819782
"X43_Eco_Tourism.development",-0.315251683767415,0.383484129679188,-0.0714743508379617,0.352091268388825,0.633067603209688,0.243673013944534,0.0747337943723452,-0.058009533126354,0.394180263520827
"X279_Eco_",0.247861025675043,-0.379082351629094,-0.352980600499492,-0.272624988841779,0.651581281755395,-0.255131607909582,0.264151578266913,0.00989413574975237,-0.1908338006042
"X523_Eco_",0.346183623650037,-0.437926034399045,0.195308892126872,-0.126333039230502,-0.0151886473497351,0.174455973629796,-0.0651087153585581,-0.173139788488564,0.754579335822333
