"","x"
"X805_Eco_Individual.income",0.126512749559885
"X852_Eco_Individual.income",0.131956508122632
"X582_Eco_Occupation",0.120388175234783
"X822_Eco_Occupation",0.124294434546493
"X1014_Eco_Occupation",0.0759032626502575
"X283_Eco_Occupation",0.0528470421369196
"X43_Eco_Tourism.development",0.122784592858525
"X279_Eco_",0.107997169962658
"X523_Eco_",0.137316064927848
