"","x"
"X671_Inf_Education",0.153315512200409
"X809_Inf_Education",0.166090180390573
"X744_Inf_Education",0.109220254143268
"X974_Inf_Education",0.172126718089888
"X569_Inf_Leisure.and.cultural.activities",0.135421118508227
"X198_Inf_Leisure.and.cultural.activities",0.142054870712487
"X1041_Inf_Security.and.safety",0.121771345955148
